"cue","response","fsg","bsg","was_comp","cos","lsa419","lsa300","bgl_item","bgl_comp","t1700","t900","lch","jcn","lesk"
"cape","robe",0.02,0,0.69315,0.372,0.104,0.13,0.245999435,0.209492592,0.00002,0.000015,1.974081026,0.122356638,0.319607843
"car","train",0.011,0.058,1.93152,0.337,0.265,0.33,0.607290676,0.731694776,0.026233,0.030187,1.791759469,0.165486738,1.379739742
"car","truck",0.111,0.264,3.62434,0.525,0.363,0.49,0.666969206,0.797228556,0.012326,0.012534,2.48490665,0.614593468,1.146743384
"carrot","celery",0.076,0.216,3.37417,0.435,0.278,0.37,0.184101188,0.283682156,0.001164,0.001629,2.48490665,0.081681098,1.070738706
"carrot","orange",0.18,0,2.89037,0.097,0.245,0.29,0.128491936,0.236219753,0.001236,0.007562,1.637608789,0.106218609,0.35504329
"carrot","stick",0.071,0,1.9601,0.062,0.252,0.32,0.139947733,0.340686077,0.001791,0.000517,1.185623666,0.053014677,0.387878788
"carrot","tomato",0.015,0,1.2364,0.152,0.387,0.46,0.147669862,0.245141367,0.0049,0.00528,2.48490665,0.087475255,1.118070818
"cart","horse",0.064,0,1.8563,0.04,0.341,0.39,0.365782186,0.568933687,0.014318,0.033134,1.280933845,0.063604299,0.005952381
"cart","tray",0.021,0,0.74194,0.038,0.118,0.13,0.277250557,0.455223773,0.000077,0.000014,1.974081026,0.094724294,0.070597128
"cart","wagon",0.121,0.088,3.03975,0.74,0.391,0.46,0.397394934,0.616687417,0.007346,0.097896,2.890371758,0.778090076,1.657309897
"cart","wheel",0.079,0,2.06687,0.016,0.176,0.25,0.268733914,0.516419636,0.002288,0.000353,2.48490665,0.157108533,1.162618708
"cat","dog",0.513,0.667,4.77069,0.602,0.211,0.36,0.734752231,0.838768971,0.062597,0.041,1.974081026,0.112520273,0.841666667
"cat","mouse",0.256,0.543,4.38078,0.377,0.695,0.72,0.523941714,0.719942206,0.049746,0.029629,0.639079959,0.045675277,0.005128205
"caterpillar","moth",0.014,0,2.1464,0.211,0.658,0.7,0.264995225,0.382446515,0.035127,0.021457,1.504077397,0.093194812,0.122527151
"caterpillar","worm",0.074,0.012,2.15176,0.216,0.179,0.24,0.08103961,0.404871938,0.000892,0.00087,1.018569581,0.052828695,0.016258741
"cathedral","church",0.717,0.016,4.29456,0.441,0.379,0.43,0.219821903,0.539257299,0.011534,0.000702,2.890371758,0.277284578,1.377520287
"celery","lettuce",0.041,0,1.41099,0.761,0.541,0.58,0.376448788,0.386533068,0.005556,0.008774,2.48490665,0.0829159,1.061040189
"celery","stick",0.095,0,2.25129,0.057,0.075,0.12,0.169248668,0.202919949,0.002142,0.000134,1.018569581,0.062995937,0.051785714
"celery","tuna",0.02,0,0.69315,0.067,0.142,0.18,0.102975311,0.125572087,0.000041,0.000073,1.637608789,0.072690881,0.04047619
"chain","fence",0.022,0.031,1.66771,0.173,0.039,0.06,0.175005528,0.314561148,0.000091,0.000011,0.944461609,0.047058531,0
"chain","necklace",0.056,0.077,2.58777,0.275,0.089,0.11,0.09633771,0.270215945,0.000207,0.00001,2.890371758,4.221016705,1.806313131
"chain","rope",0.028,0.011,1.36098,0.163,0.036,0.11,0.172525681,0.406449642,0.000024,0.000014,1.504077397,0.063294356,0.031204737
"chain","whip",0.034,0.177,3.04928,0.1,0.06,0.05,0.090743437,0.233664467,0.000023,0.000011,0.944461609,0.049937139,0.051515152
"chair","couch",0.109,0.288,3.68135,0.568,0.56,0.69,0.507581485,0.487082594,0.001007,0.001672,2.48490665,0.32358197,1.549421296
"chair","cushion",0.019,0.086,2.35138,0.127,0.283,0.34,0.356660153,0.3758672,0.003883,0.002963,1.504077397,0.06307706,0.026200274
"chair","desk",0.019,0.29,3.43076,0.407,0.454,0.49,0.678270361,0.707605346,0.034124,0.017009,1.974081026,0.177561713,0.307892416
"chair","sofa",0.077,0.132,3.03975,0.546,0.635,0.73,0.646769306,0.606578012,0.003046,0.005559,2.48490665,0.32358197,1.549421296
"chair","table",0.314,0.756,4.67283,0.425,0.524,0.61,0.657274407,0.603801788,0.079676,0.071759,2.197224577,0.239948808,0.247149889
"chapel","church",0.621,0,4.12875,0.652,0.385,0.42,0.221615835,0.366975835,0.057542,0.065927,2.48490665,0.228859562,1.527777778
"cheese","mouse",0.176,0.072,3.21085,0.027,0.13,0.12,0.17484988,0.237390207,0.000028,0.000123,0.944461609,0.052280218,0.006410256
"cheese","rat",0.018,0.014,1.61383,0.019,0.069,0.11,0.121264378,0.221238991,0.000028,0.000015,1.280933845,0.049017964,0.030555556
"cherry","grape",0.014,0,0.33647,0.374,0.131,0.19,0.146970648,0.176361312,0.000725,0.000019,2.48490665,0.153699985,0.496927716
"cherry","pie",0.182,0.076,3.25038,0.098,0.2,0.24,0.194419612,0.218523181,0.005968,0.009465,0.587786665,0.043535383,0.009090909
"cherry","strawberry",0.021,0.045,1.88707,0.559,0.149,0.23,0.116880594,0.151594619,0.000111,0.000031,0.693147181,0.045060971,0.226542208
"chicken","rooster",0.022,0.299,3.46886,0.553,0.239,0.24,0.153115384,0.318271687,0.009112,0.007351,2.890371758,0.389871245,1.451237692
"chicken","turkey",0.027,0.081,2.37955,0.481,0.222,0.23,0.256494683,0.288875532,0.000116,0.000305,2.48490665,0.323509354,1.578764172
"chipmunk","rat",0.02,0,0.69315,0.207,0.139,0.18,0.144923403,0.268565399,0.000084,0.000586,2.197224577,0.145695621,0.022616918
"chipmunk","squirrel",0.22,0.027,3.20681,0.666,0.403,0.47,0.265853373,0.365512529,0.007844,0.00085,2.890371758,0.306927676,1.16971917
"chisel","fork",0.01,0,0,0.164,0.105,0.16,0.123626854,0.257258043,0.00005,0.000028,1.018569581,0.059696238,0.059712774
"chisel","hammer",0.328,0,3.49043,0.35,0.586,0.62,0.414835703,0.544272229,0.018468,0.016071,1.637608789,0.107058735,0.148148148
"chisel","knife",0.026,0,0.95551,0.283,0.408,0.47,0.457815588,0.515158176,0.000708,0.001285,2.48490665,0.284294608,1.343992025
"cigar","cigarette",0.216,0.082,3.39451,0.581,0.246,0.26,0.454240334,0.483448476,0.005269,0.038151,2.48490665,0.358235577,1.564924392
"clam","crab",0.014,0,0.33647,0.431,0.569,0.59,0.251892996,0.352208699,0.020674,0.015393,2.48490665,0.290230842,1.170833333
"clam","pearl",0.021,0.011,1.76271,0.041,0.099,0.1,0.052308473,0.177617137,0.000046,0.00581,0.944461609,0.043673219,0.137345679
"clam","shell",0.09,0.028,2.4681,0.118,0.464,0.43,0.298710792,0.37199659,0.105019,0.048851,1.386294361,0.063247664,0.110648148
"clarinet","flute",0.213,0.049,3.26576,0.799,0.512,0.57,0.370161179,0.304196958,0.001009,0.000719,1.974081026,0.15326864,0.148820191
"clarinet","trumpet",0.096,0.02,2.45101,0.498,0.628,0.69,0.402976757,0.395634244,0.006059,0.003948,1.637608789,0.145181021,0.102472527
"cloak","coat",0.118,0,2.4681,0.313,0.327,0.38,0.354802493,0.411110525,0.002217,0.001943,2.48490665,0.668449301,1.376717243
"cloak","jacket",0.02,0,1.47385,0.245,0.314,0.35,0.338134834,0.35024409,0.000257,0.000447,2.197224577,0.420086156,0.231984631
"cloak","robe",0.013,0,0.26237,0.368,0.448,0.54,0.250346494,0.310001754,0.004823,0.000357,2.197224577,0.131083618,0.364118247
"cloak","scarf",0.013,0,0.26237,0.233,0.329,0.36,0.332373718,0.334018801,0.002319,0.000244,2.197224577,0.141199568,0.250141983
"clock","radio",0.012,0,0.18232,0.05,0.074,0.11,0.185953172,0.46582163,0.000175,0.000066,1.386294361,0.071942562,0.011282051
"coat","jacket",0.176,0.564,4.30407,0.413,0.54,0.6,0.643120294,0.672863781,0.00439,0.008132,2.890371758,1.130627884,1.627351993
"coat","sweater",0.027,0.041,1.91693,0.716,0.381,0.45,0.516544074,0.480824534,0.001978,0.002619,2.197224577,0.147761583,0.162851484
"coat","tie",0.027,0.027,1.6864,0.124,0.358,0.42,0.429348067,0.304908,0.001986,0.004758,1.974081026,0.159648677,0.167986201
"cottage","house",0.381,0,3.64022,0.407,0.369,0.42,0.519690348,0.658013022,0.030343,0.03197,2.890371758,0.248824159,1.329183211
"cottage","hut",0.032,0.03,1.82455,0.71,0.51,0.54,0.480049115,0.621221396,0.010018,0.012017,1.791759469,0.069704661,0.083333333
"couch","cushion",0.02,0.223,3.19048,0.297,0.179,0.26,0.263485029,0.262010796,0.000063,0.000163,1.504077397,0.060058011,0.024247685
"couch","sofa",0.189,0.507,4.24277,0.879,0.591,0.71,0.515329994,0.673661836,0.003163,0.002836,3.583518938,209681401,2.147460938
"cougar","leopard",0.011,0,1.04465,0.379,0.293,0.3,0.10194126,0.338460315,0.00005,0.001914,1.791759469,0.156412328,0.16017316
"cougar","lion",0.087,0,2.16333,0.432,0.251,0.29,0.170877366,0.399530111,0.020679,0.028456,1.791759469,0.207774611,0.251309524
"cougar","panther",0.022,0.025,2.08783,0.592,0.332,0.34,0.168018082,0.278279505,0.0006,0.000528,3.583518938,209681401,3.05
"cougar","tiger",0.054,0,1.6864,0.38,0.249,0.27,0.091293491,0.351863623,0.00084,0.01124,1.791759469,0.173180602,0.163809524
"cow","horse",0.061,0.091,2.7213,0.433,0.126,0.18,0.379471843,0.625324798,0.00102,0.001943,1.791759469,0.140463607,0.075222146
"cow","pig",0.024,0.022,1.52606,0.332,0.358,0.45,0.32495995,0.550563901,0.001132,0.031152,1.504077397,0.154876208,0.222077922
"coyote","dog",0.23,0,3.1355,0.325,0.133,0.18,0.255555027,0.490188355,0.000608,0.00417,1.386294361,0.055895736,0.073260073
"coyote","fox",0.022,0,0.78846,0.485,0.417,0.48,0.227617492,0.455220003,0.00213,0.00593,2.197224577,0.129368402,0.077927928
"crab","lobster",0.128,0.141,3.29213,0.757,0.442,0.5,0.129010723,0.180908818,0.000061,0.004223,2.48490665,0.263005065,1.3255
"crab","shrimp",0.02,0.034,1.6864,0.523,0.337,0.4,0.199404144,0.165646063,0.000036,0.000078,2.48490665,0.328394553,1.10264649
"crayon","pencil",0.047,0,1.54757,0.068,0.549,0.6,0.316290455,0.313759127,0.003727,0.007745,2.48490665,0.199507569,1.165
"crow","rooster",0.014,0.113,2.5416,0.272,0.141,0.27,0.24372077,0.329177171,0.000026,0.000091,0.693147181,0.039971996,0.206349206
"cup","mug",0.025,0.268,3.37759,0.582,0.399,0.48,0.425734144,0.443928512,0.008643,0.008501,2.48490665,0.09191916,1.4125
"cup","saucer",0.418,0.527,4.5486,0.192,0.351,0.4,0.252808688,0.423017385,0.001917,0.000345,1.098612289,0.053879425,0.037128427
"cup","spoon",0.019,0,0.64186,0.106,0.501,0.59,0.364579023,0.433165642,0.001717,0.003574,2.48490665,0.101027496,1.848214286
"cushion","pillow",0.194,0.03,3.10906,0.68,0.207,0.26,0.247256428,0.256970077,0.000023,0.000032,2.890371758,1.384783166,1.321141975
"cushion","pin",0.05,0.022,1.97408,0.052,0.179,0.2,0.100629653,0.22412214,0.000119,0.000035,1.791759469,0.072446652,0.125
"cushion","sofa",0.065,0,2.13493,0.266,0.22,0.29,0.275256634,0.309776488,0.000334,0.000995,1.504077397,0.060058011,0.024247685
"dagger","knife",0.614,0,4.11741,0.683,0.246,0.27,0.18899751,0.336875492,0.000121,0.000503,2.890371758,0.413922057,1.383653646
"dagger","sword",0.147,0.026,2.85071,0.696,0.389,0.49,0.223404166,0.31394619,0.000078,0.000089,2.197224577,0.122360656,0.332547289
"deer","fawn",0.042,0.534,4.05353,0.576,0.515,0.56,0.12776639,0.356742494,0.013465,0.001969,2.890371758,0.309394353,1.297164417
"desk","lamp",0.034,0.019,1.66771,0.05,0.129,0.15,0.347683144,0.528570805,0.000017,0.000127,2.197224577,0.137827098,0.231292517
"desk","pen",0.028,0,1.02962,0.035,0.25,0.31,0.377931807,0.570907129,0.004818,0.052217,1.504077397,0.072972835,0.169489247
"desk","pencil",0.014,0,0.40413,0.174,0.351,0.41,0.353041228,0.509585139,0.032261,0.044571,1.504077397,0.073672007,0.104990842
"desk","table",0.09,0.019,2.80527,0.405,0.177,0.22,0.620084371,0.685039246,0.007981,0.002413,2.890371758,0.682925228,1.274650601
"dish","pan",0.036,0.02,1.72277,0.106,0.508,0.62,0.524191269,0.636919695,0.0168,0.005053,2.48490665,0.099637733,0.830876491
"dish","plate",0.315,0.23,3.9982,0.672,0.238,0.32,0.338094091,0.489359648,0.001354,0.000739,2.48490665,0.115326547,1.479166667
"dish","saucer",0.024,0.048,1.97408,0.221,0.225,0.31,0.325372133,0.50360091,0.000023,0.000023,3.583518938,209681401,3.516824085
"dish","spoon",0.024,0,0.87547,0.282,0.425,0.54,0.263352219,0.464063755,0.000433,0.000199,2.48490665,0.096170016,1.8125
"dishwasher","sink",0.013,0,0.38527,0.27,0.351,0.39,0.207149529,0.29733335,0.000314,0.00049,1.018569581,0.044491392,0.009259259
"dishwasher","stove",0.013,0,0.26237,0.351,0.331,0.39,0.222056292,0.314824556,0.000574,0.000307,1.974081026,0.165268614,0.015384615
"doll","toy",0.154,0.089,3.19048,0.369,0.501,0.56,0.294074251,0.441826791,0.084607,0.013428,2.890371758,0.401844742,1.089697702
"dolphin","tuna",0.022,0.02,1.94437,0.248,0.429,0.48,0.261075006,0.252617243,0.000032,0.000057,0.587786665,0.041992779,0.363793933
"dolphin","whale",0.05,0.031,2.09187,0.435,0.617,0.64,0.27285237,0.471424033,0.107939,0.126666,2.48490665,2.769980701,0.432450039
"donkey","horse",0.135,0.012,2.68785,0.518,0.078,0.09,0.310946629,0.541836487,0.000123,0.000046,2.197224577,0.185744967,1.012656642
"door","house",0.011,0,0.09531,0.109,0.32,0.37,0.540392796,0.70249743,0.050823,0.054633,1.791759469,0.112151927,0.170762108
"door","key",0.011,0.218,3.13114,0.18,0.223,0.22,0.253725482,0.52586242,0.00242,0.003345,0.639079959,0.05375172,0.1875
"door","wall",0.011,0.045,1.72277,0.137,0.193,0.25,0.449602718,0.679514771,0.003209,0.003892,1.504077397,0.077487316,1.357886338
"dove","pigeon",0.014,0.071,2.49157,0.684,0.202,0.3,0.065123625,0.159592711,0.000443,0.000963,2.890371758,0.643770561,1.391617063
"drain","faucet",0.014,0.014,1.44644,0.064,0.38,0.38,0.480861985,0.44368506,0.002311,0.000875,1.018569581,0.059501558,0.12537415
"drain","sink",0.324,0.047,3.61362,0.106,0.38,0.41,0.363171873,0.501457328,0.003362,0.002395,1.185623666,0.057907548,0.029761905
"dress","pants",0.22,0.011,3.13984,0.364,0.614,0.63,0.528224226,0.443508413,0.001658,0.007829,2.48490665,0.238883514,1.138009504
"dress","shirt",0.016,0,1.65703,0.421,0.595,0.61,0.601590525,0.564010905,0.003477,0.016579,2.48490665,0.156773577,1.054882969
"dress","skirt",0.165,0.295,3.82864,0.705,0.697,0.73,0.501909812,0.513233078,0.011987,0.012968,2.48490665,0.152907675,1.323063797
"dresser","mirror",0.034,0,1.22378,0.056,0.075,0.22,0.206849356,0.348178992,0.000754,0.000755,0.810930216,0.043175625,0.12
"dresser","table",0.04,0,1.3863,0.269,0.232,0.31,0.313288089,0.495912689,0.003299,0.011328,2.890371758,0.237201527,1.240162361
"drum","guitar",0.032,0.034,1.88707,0.391,0.437,0.58,0.284697842,0.418132345,0.000619,0.0048,1.974081026,0.145181349,0.240604806
"drum","kettle",0.013,0.043,1.72277,0.029,0.065,0.1,0.151040318,0.416526308,0.000046,0.000008,2.48490665,0.17777082,1.101325758
"duck","goose",0.162,0.261,3.74479,0.626,0.44,0.49,0.24207452,0.411523237,0.012702,0.00428,2.48490665,0.546358352,2.236976061
"duck","swan",0.014,0.145,2.76632,0.434,0.339,0.43,0.17875384,0.356848523,0.006477,0.002042,1.974081026,0.241375807,1.234267883
"elephant","giraffe",0.021,0.04,1.80829,0.272,0.445,0.49,0.140119725,0.248986189,0.003531,0.005516,1.637608789,0.074362353,0.083980331
"elephant","mouse",0.089,0,2.18605,0.257,0.2,0.3,0.345517517,0.442789282,0.00003,0.000025,1.974081026,0.093398371,0.024639008
"elevator","escalator",0.108,0.279,3.65584,0.419,0.194,0.28,0.140537088,0.389859738,0.000189,0.000056,1.504077397,0.048365442,0.027315754
"elk","moose",0.263,0.036,3.39786,0.702,0.335,0.4,0.352826835,0.199197007,0.000216,0.000299,3.583518938,209681401,3.21978022
"faucet","sink",0.155,0.074,3.13114,0.235,0.446,0.48,0.42307019,0.471156388,0.004226,0.00444,1.185623666,0.060995543,0.08994709
"faucet","tap",0.02,0.011,1.61198,0.221,0.197,0.22,0.503249204,0.328317865,0.001435,0.000402,2.890371758,2.845776931,0.944588745
"fence","gate",0.094,0.353,3.79998,0.403,0.591,0.65,0.559613935,0.731242318,0.065088,0.016618,0.875468737,0.054448874,0.229100529
"fence","sword",0.016,0,0.47001,0.081,0.047,0.08,0.313921791,0.428501772,0.000023,0.00001,1.280933845,0.072742159,0.004882155
"fence","wall",0.031,0,1.1314,0.135,0.195,0.23,0.513094226,0.729258489,0.000451,0.001193,2.890371758,3.370045395,1.233575838
"flute","trumpet",0.021,0.02,1.41099,0.482,0.463,0.52,0.317347284,0.378137553,0.002121,0.002458,1.974081026,0.149128395,0.170418291
"flute","violin",0.028,0,1.72914,0.497,0.535,0.59,0.360573627,0.419619377,0.006409,0.007041,1.637608789,0.108501085,0.088870025
"fork","knife",0.37,0.327,4.2442,0.254,0.317,0.34,0.295933476,0.416247536,0.010706,0.00129,1.504077397,0.068366075,0.10970266
"fork","spoon",0.441,0.614,4.65871,0.546,0.438,0.48,0.29261561,0.432465612,0.017147,0.00205,2.48490665,0.607531957,0.34983292
"fox","rabbit",0.013,0.011,0.87547,0.32,0.605,0.64,0.440417311,0.668075466,0.013611,0.00115,2.48490665,0.238266593,1.125
"frog","rabbit",0.014,0,0.33647,0.217,0.155,0.28,0.352365993,0.577981388,0.000453,0.000019,1.098612289,0.043290321,0.023809524
"frog","toad",0.263,0.828,4.69227,0.724,0.88,0.87,0.429736165,0.404182842,0.126388,0.071457,3.583518938,209681401,2.057633438
"garage","house",0.052,0,1.64866,0.162,0.307,0.35,0.503172955,0.7001032,0.041333,0.022963,2.197224577,0.128267307,0.253836657
"gate","house",0.013,0,0.26237,0.112,0.285,0.36,0.575388221,0.714041633,0.004455,0.012911,1.637608789,0.101854517,0.101549755
"gloves","scarf",0.02,0,0.69315,0.443,0.395,0.44,0.316120719,0.243967005,0.005444,0.001952,1.974081026,0.105568672,0.258758503
